State,District,Year,Crop,Area,Production,Yield,Annual_Rainfall
Kerala,MALAPPURAM,2012,Moong(Green Gram),7.0,0.0,0.0,2084.7
Kerala,MALAPPURAM,2012,Papaya,2435.0,13138.0,5.395482546201232,2084.7
Kerala,MALAPPURAM,2012,Pineapple,167.0,1020.0,6.107784431137724,2084.7
Kerala,MALAPPURAM,2012,Ragi,1.0,0.0,0.0,2084.7
Kerala,MALAPPURAM,2012,Sesamum,95.0,29.0,0.30526315789473685,2084.7
Kerala,MALAPPURAM,2012,Sugarcane,3.0,60.0,20.0,2084.7
Kerala,MALAPPURAM,2012,Sweet potato,118.0,2329.0,19.73728813559322,2084.7
Kerala,MALAPPURAM,2012,Tapioca,5284.0,191529.0,36.24697199091597,2084.7
Kerala,MALAPPURAM,2012,Tobacco,13.0,23.0,1.7692307692307692,2084.7
Kerala,MALAPPURAM,2012,Turmeric,280.0,528.0,1.8857142857142857,2084.7
Kerala,MALAPPURAM,2012,Urad,29.0,0.0,0.0,2084.7
Kerala,MALAPPURAM,2013,Arecanut,38132.0,52490.0,1.3765341445505088,3265.7
Kerala,MALAPPURAM,2013,Arhar/Tur,8.0,14.0,1.75,3265.7
Kerala,MALAPPURAM,2013,Banana,8227.0,70636.0,8.585875774887565,3265.7
Kerala,MALAPPURAM,2013,Black pepper,5558.0,2422.0,0.4357682619647355,3265.7
Kerala,MALAPPURAM,2013,Cardamom,70.0,2.0,0.02857142857142857,3265.7
Kerala,MALAPPURAM,2013,Cashewnut,10724.0,7123.0,0.6642111152555017,3265.7
Kerala,MALAPPURAM,2013,Coconut,167317.0,1537000000.0,9186.155620767764,3265.7
Kerala,MALAPPURAM,2013,Cowpea(Lobia),57.0,0.0,0.0,3265.7
Kerala,MALAPPURAM,2013,Drum Stick,2975.0,1692.0,0.5687394957983193,3265.7
Kerala,MALAPPURAM,2013,Ginger,57.0,124.0,2.175438596491228,3265.7
Kerala,MALAPPURAM,2013,Horse-gram,3.0,0.0,0.0,3265.7
Kerala,MALAPPURAM,2013,Jowar,1.0,1.0,1.0,3265.7
Kerala,MALAPPURAM,2013,Mango,10180.0,41662.0,4.092534381139489,3265.7
Kerala,MALAPPURAM,2013,Moong(Green Gram),8.0,0.0,0.0,3265.7
Kerala,MALAPPURAM,2013,Sesamum,89.0,30.0,0.33707865168539325,3265.7
Kerala,MALAPPURAM,2013,Sugarcane,1.0,0.0,0.0,3265.7
Kerala,MALAPPURAM,2013,Sweet potato,133.0,2429.0,18.263157894736842,3265.7
Kerala,MALAPPURAM,2013,Tapioca,4648.0,159823.0,34.385327022375215,3265.7
Kerala,MALAPPURAM,2013,Tobacco,9.0,17.0,1.8888888888888888,3265.7
Kerala,MALAPPURAM,2013,Turmeric,288.0,558.0,1.9375,3265.7
Kerala,MALAPPURAM,2013,Urad,8.0,0.0,0.0,3265.7
Kerala,MALAPPURAM,2014,Arecanut,37085.0,73479.0,1.9813671295672104,3256.3
Kerala,MALAPPURAM,2014,Banana,7651.0,63053.0,8.241144948372762,3256.3
Kerala,MALAPPURAM,2014,Black pepper,5997.0,2727.0,0.4547273636818409,3256.3
Kerala,MALAPPURAM,2014,Cardamom,70.0,2.0,0.02857142857142857,3256.3
Kerala,MALAPPURAM,2014,Cashewnut,9764.0,6994.0,0.7163047931175748,3256.3
Kerala,MALAPPURAM,2014,Coconut,167482.0,1638000000.0,9780.1554793948,3256.3
Kerala,MALAPPURAM,2014,Cowpea(Lobia),264.0,0.0,0.0,3256.3
Kerala,MALAPPURAM,2014,Ginger,60.0,164.0,2.7333333333333334,3256.3
Kerala,MALAPPURAM,2014,Horse-gram,12.0,0.0,0.0,3256.3
Kerala,MALAPPURAM,2014,Moong(Green Gram),10.0,0.0,0.0,3256.3
Kerala,MALAPPURAM,2014,Sesamum,107.0,36.49,0.3410280373831776,3256.3
Kerala,MALAPPURAM,2014,Sugarcane,0.66,0.0,0.0,3256.3
Kerala,MALAPPURAM,2014,Sweet potato,167.0,2410.0,14.431137724550899,3256.3
Kerala,MALAPPURAM,2014,Tapioca,5818.0,204248.0,35.10622206943967,3256.3
Kerala,MALAPPURAM,2014,Tobacco,13.0,21.0,1.6153846153846154,3256.3
Kerala,MALAPPURAM,2014,Turmeric,318.0,724.0,2.2767295597484276,3256.3
Kerala,MALAPPURAM,2014,Urad,22.0,0.0,0.0,3256.3
Kerala,MALAPPURAM,2015,Arecanut,37575.31,76501.33,2.0359467426882176,2386.4
Kerala,MALAPPURAM,2015,Banana,8407.31,72005.42,8.564620550449549,2386.4
Kerala,MALAPPURAM,2015,Black pepper,5684.42,1648.95,0.29008236548319793,2386.4
Kerala,MALAPPURAM,2015,Cardamom,70.0,2.0,0.02857142857142857,2386.4
Kerala,MALAPPURAM,2015,Cashewnut,9157.3,4336.78,0.473587192731482,2386.4
Kerala,MALAPPURAM,2015,Coconut,167726.0,1665000000.0,9926.904594398005,2386.4
Kerala,MALAPPURAM,2015,Ginger,68.04,173.19,2.5454144620811285,2386.4
Kerala,MALAPPURAM,2015,Sesamum,109.0,27.47,0.2520183486238532,2386.4
Kerala,MALAPPURAM,2015,Sugarcane,1.05,0.0,0.0,2386.4
Kerala,MALAPPURAM,2015,Sweet potato,137.0,2017.0,14.722627737226277,2386.4
Kerala,MALAPPURAM,2015,Tapioca,5621.63,218194.17,38.81332816282822,2386.4
Kerala,MALAPPURAM,2015,Tobacco,9.0,15.0,1.6666666666666667,2386.4
Kerala,MALAPPURAM,2015,Turmeric,358.73,862.13,2.403283806762746,2386.4
Kerala,MALAPPURAM,2016,Arecanut,37857.0,68326.0,1.8048445465831946,1762.4
Kerala,MALAPPURAM,2016,Banana,7784.0,65562.0,8.422661870503598,1762.4
Kerala,MALAPPURAM,2016,Black pepper,5555.0,2322.0,0.418001800180018,1762.4
Kerala,MALAPPURAM,2016,Cardamom,70.0,1.0,0.014285714285714285,1762.4
Kerala,MALAPPURAM,2016,Cashewnut,9028.0,5247.0,0.5811918475852902,1762.4
Kerala,MALAPPURAM,2016,Coconut,168079.0,1481000000.0,8811.332766139732,1762.4
Kerala,MALAPPURAM,2016,Ginger,63.0,151.0,2.3968253968253967,1762.4
Kerala,MALAPPURAM,2016,Sesamum,15.22,3.07,0.2017082785808147,1762.4
Kerala,MALAPPURAM,2016,Sweet potato,103.0,1516.0,14.718446601941748,1762.4
Kerala,MALAPPURAM,2016,Tapioca,5726.0,199552.0,34.85015717778554,1762.4
Kerala,MALAPPURAM,2016,Tobacco,12.0,18.0,1.5,1762.4
Kerala,MALAPPURAM,2016,Turmeric,383.0,804.0,2.0992167101827675,1762.4
Kerala,MALAPPURAM,2017,Arecanut,38121.0,63320.0,1.6610267306733821,2543.4
Kerala,MALAPPURAM,2017,Banana,8259.0,67695.0,8.196512895023611,2543.4
Kerala,MALAPPURAM,2017,Black pepper,5564.0,2059.0,0.37005751258087705,2543.4
Kerala,MALAPPURAM,2017,Cardamom,70.0,1.0,0.014285714285714285,2543.4
Kerala,MALAPPURAM,2017,Cashewnut,8857.0,4122.0,0.4653946031387603,2543.4
Kerala,MALAPPURAM,2017,Coconut,172175.0,1473000000.0,8555.249019892552,2543.4
Kerala,MALAPPURAM,2017,Ginger,74.0,249.0,3.364864864864865,2543.4
Kerala,MALAPPURAM,2017,Sesamum,59.89,11.85,0.19786274837201534,2543.4
Kerala,MALAPPURAM,2017,Sweet potato,122.0,1844.0,15.114754098360656,2543.4
Kerala,MALAPPURAM,2017,Tapioca,5931.0,217575.0,36.68437025796661,2543.4
Kerala,MALAPPURAM,2017,Tobacco,10.0,16.0,1.6,2543.4
Kerala,MALAPPURAM,2017,Turmeric,349.0,1085.0,3.108882521489971,2543.4
Kerala,MALAPPURAM,2018,Arecanut,38719.979999999996,59112.0,1.5266536811227693,3258.1
Kerala,MALAPPURAM,2018,Banana,6341.3,46216.100000000006,7.288111270559665,3258.1
Kerala,MALAPPURAM,2018,Black pepper,5456.54,1882.6499999999999,0.345026335370033,3258.1
Kerala,MALAPPURAM,2018,Cardamom,70.0,1.0,0.014285714285714285,3258.1
Kerala,MALAPPURAM,2018,Cashewnut,8876.05,4543.7,0.511905633699675,3258.1
Kerala,MALAPPURAM,2018,Coconut,170683.65000000002,1562000000.0,9151.433075165663,3258.1
Kerala,MALAPPURAM,2018,Ginger,54.26,158.0,2.9119056395134537,3258.1
Kerala,MALAPPURAM,2018,Gram,12.5,16.23,1.2984,3258.1
Kerala,MALAPPURAM,2018,Maize,0.04,0.6,15.0,3258.1
Kerala,MALAPPURAM,2018,Sesamum,63.85,14.47,0.22662490211433048,3258.1
Kerala,MALAPPURAM,2018,Sugarcane,0.12,10.29,85.75,3258.1
Kerala,MALAPPURAM,2018,Sweet potato,95.78,1490.44,15.561077469200251,3258.1
Kerala,MALAPPURAM,2018,Tapioca,5358.45,189063.75,35.283290877026005,3258.1
Kerala,MALAPPURAM,2018,Tobacco,7.28,11.65,1.6002747252747254,3258.1
Kerala,MALAPPURAM,2018,Turmeric,324.85,747.0,2.2995228567030934,3258.1
Kerala,MALAPPURAM,2019,Arecanut,40092.0,57379.0,1.431183278459543,2729.9
Kerala,MALAPPURAM,2019,Banana,6230.0,55985.0,8.986356340288925,2729.9
Kerala,MALAPPURAM,2019,Black pepper,6034.0,2266.0,0.37553861451773285,2729.9
Kerala,MALAPPURAM,2019,Cardamom,65.0,1.0,0.015384615384615385,2729.9
Kerala,MALAPPURAM,2019,Cashewnut,8530.0,3774.0,0.44243845252051583,2729.9
Kerala,MALAPPURAM,2019,Coconut,168684.0,1321000000.0,7831.211021792227,2729.9
Kerala,MALAPPURAM,2019,Ginger,44.0,138.0,3.1363636363636362,2729.9
Kerala,MALAPPURAM,2019,Gram,16.0,20.0,1.25,2729.9
Kerala,MALAPPURAM,2019,Sesamum,50.24,19.51,0.3883359872611465,2729.9
Kerala,MALAPPURAM,2019,Sugarcane,0.12,10.45,87.08333333333333,2729.9
Kerala,MALAPPURAM,2019,Sweet potato,92.0,1414.0,15.369565217391305,2729.9
Kerala,MALAPPURAM,2019,Tapioca,4905.0,164698.0,33.57757390417941,2729.9
Kerala,MALAPPURAM,2019,Tobacco,8.0,14.4,1.8,2729.9
Kerala,MALAPPURAM,2019,Turmeric,301.0,833.0,2.7674418604651163,2729.9
Kerala,MALAPPURAM,2020,Arecanut,39145.26,55732.64,1.4237391704640612,2685.7
Kerala,MALAPPURAM,2020,Banana,7195.35,45781.42,6.362639760400814,2685.7
Kerala,MALAPPURAM,2020,Black pepper,5710.47,2225.29,0.3896859628016608,2685.7
Kerala,MALAPPURAM,2020,Cardamom,65.0,1.0,0.015384615384615385,2685.7
Kerala,MALAPPURAM,2020,Cashewnut,8594.05,4012.2,0.4668578842338595,2685.7
Kerala,MALAPPURAM,2020,Coconut,168292.21000000002,1302000000.0,7736.54347993885,2685.7
Kerala,MALAPPURAM,2020,Ginger,50.45,167.55,3.321110009910803,2685.7
Kerala,MALAPPURAM,2020,Gram,18.29,21.08,1.152542372881356,2685.7
Kerala,MALAPPURAM,2020,Groundnut,4.6,5.8,1.2608695652173914,2685.7
Kerala,MALAPPURAM,2020,Maize,0.04,0.14,3.5000000000000004,2685.7
Kerala,MALAPPURAM,2020,Ragi,0.8,0.9,1.125,2685.7
Kerala,MALAPPURAM,2020,Sesamum,70.12,20.03,0.2856531660011409,2685.7
Kerala,MALAPPURAM,2020,Sugarcane,0.12,1.11,9.250000000000002,2685.7
Kerala,MALAPPURAM,2020,Sweet potato,192.76,2788.58,14.466590578958291,2685.7
Kerala,MALAPPURAM,2020,Tapioca,4857.139999999999,198689.84,40.90675582750343,2685.7
Kerala,MALAPPURAM,2020,Tobacco,6.0,11.0,1.8333333333333333,2685.7
Kerala,MALAPPURAM,2020,Turmeric,267.13,800.23,2.995657545015536,2685.7
Kerala,PALAKKAD,2012,Arecanut,21154.0,14742.0,0.6968894771674388,1414.6
Kerala,PALAKKAD,2012,Arhar/Tur,1159.0,1847.0,1.5936151855047456,1414.6
Kerala,PALAKKAD,2012,Banana,27329.0,235049.0,8.600717186871089,1414.6
Kerala,PALAKKAD,2012,Black pepper,11668.0,4620.0,0.3959547480287967,1414.6
Kerala,PALAKKAD,2012,Cardamom,6874.0,894.0,0.13005528076811174,1414.6
Kerala,PALAKKAD,2012,Cashewnut,3882.0,971.0,0.25012879958784134,1414.6
Kerala,PALAKKAD,2012,Coconut,72508.0,507000000.0,6992.33188062007,1414.6
Kerala,PALAKKAD,2012,Cowpea(Lobia),695.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2012,Drum Stick,2144.0,3693.0,1.7224813432835822,1414.6
Kerala,PALAKKAD,2012,Ginger,2631.0,15156.0,5.76054732041049,1414.6
Kerala,PALAKKAD,2012,Groundnut,784.0,976.0,1.2448979591836735,1414.6
Kerala,PALAKKAD,2012,Horse-gram,94.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2012,Jack Fruit,14916.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2012,Jowar,147.0,115.0,0.782312925170068,1414.6
Kerala,PALAKKAD,2012,Maize,177.0,12.0,0.06779661016949153,1414.6
Kerala,PALAKKAD,2012,Mango,13594.0,64590.0,4.751360894512285,1414.6
Kerala,PALAKKAD,2012,Moong(Green Gram),5.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2012,Onion,40.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2012,Papaya,1168.0,6616.0,5.664383561643835,1414.6
Kerala,PALAKKAD,2012,Pineapple,116.0,562.0,4.844827586206897,1414.6
Kerala,PALAKKAD,2012,Potato,16.0,292.0,18.25,1414.6
Kerala,PALAKKAD,2012,Ragi,112.0,123.0,1.0982142857142858,1414.6
Kerala,PALAKKAD,2012,Sesamum,21.0,4.0,0.19047619047619047,1414.6
Kerala,PALAKKAD,2012,Small millets,62.0,61.0,0.9838709677419355,1414.6
Kerala,PALAKKAD,2012,Soyabean,7.0,10.0,1.4285714285714286,1414.6
Kerala,PALAKKAD,2012,Sugarcane,266.0,14060.0,52.857142857142854,1414.6
Kerala,PALAKKAD,2012,Sweet potato,96.0,1610.0,16.770833333333332,1414.6
Kerala,PALAKKAD,2012,Tapioca,4512.0,165327.0,36.641622340425535,1414.6
Kerala,PALAKKAD,2012,Turmeric,839.0,2441.0,2.9094159713945174,1414.6
Kerala,PALAKKAD,2012,Urad,111.0,0.0,0.0,1414.6
Kerala,PALAKKAD,2013,Arecanut,21743.0,12387.0,0.5697005932943936,2796.7
Kerala,PALAKKAD,2013,Arhar/Tur,869.0,1397.0,1.6075949367088607,2796.7
Kerala,PALAKKAD,2013,Banana,29006.0,245810.0,8.474453561332139,2796.7
Kerala,PALAKKAD,2013,Black pepper,12299.0,3860.0,0.3138466541995284,2796.7
Kerala,PALAKKAD,2013,Cardamom,6880.0,940.0,0.13662790697674418,2796.7
Kerala,PALAKKAD,2013,Cashewnut,3967.0,1070.0,0.2697252331736829,2796.7
Kerala,PALAKKAD,2013,Coconut,72741.0,462000000.0,6351.301191900029,2796.7
Kerala,PALAKKAD,2013,Cowpea(Lobia),197.0,0.0,0.0,2796.7
Kerala,PALAKKAD,2013,Drum Stick,2471.0,4277.0,1.7308781869688386,2796.7
Kerala,PALAKKAD,2013,Ginger,2828.0,15086.0,5.334512022630834,2796.7
Kerala,PALAKKAD,2013,Groundnut,710.0,868.0,1.2225352112676056,2796.7
Kerala,PALAKKAD,2013,Horse-gram,63.0,0.0,0.0,2796.7
Kerala,PALAKKAD,2013,Jowar,149.0,118.0,0.7919463087248322,2796.7
Kerala,PALAKKAD,2013,Maize,49.0,68.0,1.3877551020408163,2796.7
Kerala,PALAKKAD,2013,Mango,15109.0,73886.0,4.890197895294196,2796.7
Kerala,PALAKKAD,2013,Moong(Green Gram),3.0,0.0,0.0,2796.7
Kerala,PALAKKAD,2013,Onion,97.0,0.0,0.0,2796.7
Kerala,PALAKKAD,2013,Ragi,82.0,85.0,1.0365853658536586,2796.7
Kerala,PALAKKAD,2013,Sesamum,31.0,4.0,0.12903225806451613,2796.7
Kerala,PALAKKAD,2013,Small millets,40.0,35.0,0.875,2796.7
Kerala,PALAKKAD,2013,Soyabean,6.0,9.0,1.5,2796.7
Kerala,PALAKKAD,2013,Sugarcane,474.0,39550.0,83.43881856540085,2796.7
Kerala,PALAKKAD,2013,Sweet potato,129.0,2187.0,16.953488372093023,2796.7
Kerala,PALAKKAD,2013,Tapioca,3493.0,118009.0,33.784425994846835,2796.7
Kerala,PALAKKAD,2013,Turmeric,824.0,2400.0,2.912621359223301,2796.7
Kerala,PALAKKAD,2013,Urad,113.0,0.0,0.0,2796.7
Kerala,PALAKKAD,2014,Arecanut,20675.0,14632.0,0.707714631197098,2342.4
Kerala,PALAKKAD,2014,Arhar/Tur,1475.0,1902.0,1.289491525423729,2342.4
Kerala,PALAKKAD,2014,Banana,29347.0,275416.0,9.384809350189116,2342.4
Kerala,PALAKKAD,2014,Black pepper,12759.0,5763.0,0.4516811662355984,2342.4
Kerala,PALAKKAD,2014,Cardamom,6880.0,980.0,0.14244186046511628,2342.4
Kerala,PALAKKAD,2014,Cashewnut,3071.0,833.0,0.27124715076522304,2342.4
Kerala,PALAKKAD,2014,Coconut,71013.0,501000000.0,7055.046259135651,2342.4
Kerala,PALAKKAD,2014,Cowpea(Lobia),24.0,0.0,0.0,2342.4
Kerala,PALAKKAD,2014,Ginger,3065.0,16146.0,5.267862969004894,2342.4
Kerala,PALAKKAD,2014,Groundnut,480.0,692.0,1.4416666666666667,2342.4
Kerala,PALAKKAD,2014,Horse-gram,89.0,0.0,0.0,2342.4
Kerala,PALAKKAD,2014,Jowar,173.0,128.0,0.7398843930635838,2342.4
Kerala,PALAKKAD,2014,Maize,65.0,64.0,0.9846153846153847,2342.4
Kerala,PALAKKAD,2014,Moong(Green Gram),8.0,0.0,0.0,2342.4
Kerala,PALAKKAD,2014,Onion,57.0,0.0,0.0,2342.4
Kerala,PALAKKAD,2014,Ragi,77.0,76.0,0.987012987012987,2342.4
Kerala,PALAKKAD,2014,Sesamum,24.0,4.41,0.18375,2342.4
Kerala,PALAKKAD,2014,Small millets,27.0,21.0,0.7777777777777778,2342.4
Kerala,PALAKKAD,2014,Soyabean,1.0,1.4,1.4,2342.4
Kerala,PALAKKAD,2014,Sugarcane,372.56,31420.0,84.33540906162766,2342.4
Kerala,PALAKKAD,2014,Sweet potato,118.0,1777.0,15.059322033898304,2342.4
Kerala,PALAKKAD,2014,Tapioca,4958.0,178422.0,35.98668818071803,2342.4
Kerala,PALAKKAD,2014,Turmeric,752.0,2110.0,2.8058510638297873,2342.4
Kerala,PALAKKAD,2014,Urad,122.0,0.0,0.0,2342.4
Kerala,PALAKKAD,2015,Arecanut,22361.08,16278.26,0.7279728886082425,1643.5
Kerala,PALAKKAD,2015,Arhar/Tur,1430.0,1844.0,1.2895104895104894,1643.5
Kerala,PALAKKAD,2015,Banana,25474.760000000002,244404.42,9.593983221039178,1643.5
Kerala,PALAKKAD,2015,Black pepper,15008.029999999999,7546.32,0.5028188243227126,1643.5
Kerala,PALAKKAD,2015,Cardamom,6880.0,950.0,0.1380813953488372,1643.5
Kerala,PALAKKAD,2015,Cashewnut,2766.6099999999997,697.14,0.25198347436031826,1643.5
Kerala,PALAKKAD,2015,Coconut,72379.0,528000000.0,7294.933613340886,1643.5
Kerala,PALAKKAD,2015,Ginger,3231.1499999999996,15484.96,4.79239899107129,1643.5
Kerala,PALAKKAD,2015,Groundnut,449.0,619.0,1.378619153674833,1643.5
Kerala,PALAKKAD,2015,Jowar,178.0,132.0,0.7415730337078652,1643.5
Kerala,PALAKKAD,2015,Maize,53.0,60.0,1.1320754716981132,1643.5
Kerala,PALAKKAD,2015,Onion,27.0,0.0,0.0,1643.5
Kerala,PALAKKAD,2015,Potato,1.0,1.0,1.0,1643.5
Kerala,PALAKKAD,2015,Ragi,50.0,51.0,1.02,1643.5
Kerala,PALAKKAD,2015,Sesamum,25.0,3.83,0.1532,1643.5
Kerala,PALAKKAD,2015,Small millets,14.0,10.0,0.7142857142857143,1643.5
Kerala,PALAKKAD,2015,Soyabean,1.0,1.0,1.0,1643.5
Kerala,PALAKKAD,2015,Sugarcane,423.42,34480.74,81.43389542298426,1643.5
Kerala,PALAKKAD,2015,Sweet potato,62.0,936.0,15.096774193548388,1643.5
Kerala,PALAKKAD,2015,Tapioca,3846.3100000000004,140180.33000000002,36.44540611651167,1643.5
Kerala,PALAKKAD,2015,Turmeric,768.46,2266.12,2.9489108086302473,1643.5
Kerala,PALAKKAD,2016,Arecanut,21112.0,14700.0,0.6962864721485411,1454.0
Kerala,PALAKKAD,2016,Arhar/Tur,176.0,278.0,1.5795454545454546,1454.0
Kerala,PALAKKAD,2016,Banana,23754.0,210588.0,8.865370042940137,1454.0
Kerala,PALAKKAD,2016,Black pepper,13053.0,5136.0,0.3934727648816364,1454.0
Kerala,PALAKKAD,2016,Cardamom,6875.0,625.0,0.09090909090909091,1454.0
Kerala,PALAKKAD,2016,Cashewnut,2525.0,677.0,0.26811881188118813,1454.0
Kerala,PALAKKAD,2016,Coconut,69869.0,470000000.0,6726.874579570339,1454.0
Kerala,PALAKKAD,2016,Cotton(lint),80.0,120.0,1.5,1454.0
Kerala,PALAKKAD,2016,Ginger,3314.0,14279.0,4.308690404345202,1454.0
Kerala,PALAKKAD,2016,Groundnut,358.0,505.0,1.410614525139665,1454.0
Kerala,PALAKKAD,2016,Jowar,140.0,110.0,0.7857142857142857,1454.0
Kerala,PALAKKAD,2016,Maize,59.0,52.0,0.8813559322033898,1454.0
Kerala,PALAKKAD,2016,Onion,31.0,0.0,0.0,1454.0
Kerala,PALAKKAD,2016,Ragi,20.0,18.0,0.9,1454.0
Kerala,PALAKKAD,2016,Sesamum,26.25,1.65,0.06285714285714285,1454.0
Kerala,PALAKKAD,2016,Small millets,9.0,6.0,0.6666666666666666,1454.0
Kerala,PALAKKAD,2016,Sugarcane,171.45,14230.0,82.99795858850977,1454.0
Kerala,PALAKKAD,2016,Sweet potato,49.0,741.0,15.122448979591837,1454.0
Kerala,PALAKKAD,2016,Tapioca,3626.0,116967.0,32.257859900717044,1454.0
Kerala,PALAKKAD,2016,Turmeric,761.0,1947.0,2.5584756898817345,1454.0
Kerala,PALAKKAD,2017,Arecanut,19430.0,11062.0,0.5693257848687596,1817.5
Kerala,PALAKKAD,2017,Arhar/Tur,207.0,323.0,1.5603864734299517,1817.5
Kerala,PALAKKAD,2017,Banana,26725.0,270089.0,10.10623012160898,1817.5
Kerala,PALAKKAD,2017,Black pepper,13101.0,4311.0,0.32905885046942984,1817.5
Kerala,PALAKKAD,2017,Cardamom,6874.0,424.0,0.06168169915624091,1817.5
Kerala,PALAKKAD,2017,Cashewnut,1689.0,408.0,0.24156305506216696,1817.5
Kerala,PALAKKAD,2017,Coconut,64414.0,476000000.0,7389.69789176266,1817.5
Kerala,PALAKKAD,2017,Cotton(lint),84.0,132.0,1.5714285714285714,1817.5
Kerala,PALAKKAD,2017,Ginger,2538.0,11665.0,4.596138691883373,1817.5
Kerala,PALAKKAD,2017,Groundnut,274.0,382.0,1.3941605839416058,1817.5
Kerala,PALAKKAD,2017,Jowar,174.0,139.0,0.7988505747126436,1817.5
Kerala,PALAKKAD,2017,Maize,59.04,130.9,2.2171409214092144,1817.5
Kerala,PALAKKAD,2017,Onion,9.0,0.0,0.0,1817.5
Kerala,PALAKKAD,2017,Ragi,52.0,48.0,0.9230769230769231,1817.5
Kerala,PALAKKAD,2017,Sesamum,20.029999999999998,6.010000000000001,0.3000499251123316,1817.5
Kerala,PALAKKAD,2017,Small millets,23.51,17.0,0.7230965546575925,1817.5
Kerala,PALAKKAD,2017,Sugarcane,77.96000000000001,7460.0,95.69009748589019,1817.5
Kerala,PALAKKAD,2017,Sweet potato,109.0,1638.0,15.027522935779816,1817.5
Kerala,PALAKKAD,2017,Tapioca,3732.0,125495.0,33.62674169346195,1817.5
Kerala,PALAKKAD,2017,Turmeric,802.0,2709.0,3.3778054862842892,1817.5
Kerala,PALAKKAD,2018,Arecanut,19812.899999999998,10025.0,0.5059834754124839,3443.2
Kerala,PALAKKAD,2018,Arhar/Tur,266.0,437.9,1.6462406015037594,3443.2
Kerala,PALAKKAD,2018,Banana,20858.699999999997,177374.14,8.503604730879683,3443.2
Kerala,PALAKKAD,2018,Black pepper,12593.189999999999,4218.47,0.33498025520142244,3443.2
Kerala,PALAKKAD,2018,Cardamom,6874.0,282.0,0.04102414896712249,3443.2
Kerala,PALAKKAD,2018,Cashewnut,1599.57,362.63,0.226704676881912,3443.2
Kerala,PALAKKAD,2018,Coconut,65622.84999999999,497000000.0,7573.581458287777,3443.2
Kerala,PALAKKAD,2018,Cotton(lint),59.4,89.51,1.506902356902357,3443.2
Kerala,PALAKKAD,2018,Ginger,1649.29,9142.0,5.5429912265277785,3443.2
Kerala,PALAKKAD,2018,Gram,100.8,78.9,0.7827380952380953,3443.2
Kerala,PALAKKAD,2018,Groundnut,187.3,239.4,1.2781633742658836,3443.2
Kerala,PALAKKAD,2018,Jowar,205.0,167.5,0.8170731707317073,3443.2
Kerala,PALAKKAD,2018,Maize,85.9,96.69999999999999,1.1257275902211872,3443.2
Kerala,PALAKKAD,2018,Onion,4.430000000000001,0.0,0.0,3443.2
Kerala,PALAKKAD,2018,Ragi,151.5,140.8,0.9293729372937295,3443.2
Kerala,PALAKKAD,2018,Sesamum,15.52,3.82,0.2461340206185567,3443.2
Kerala,PALAKKAD,2018,Small millets,47.5,34.5,0.7263157894736842,3443.2
Kerala,PALAKKAD,2018,Sugarcane,66.6,4945.39,74.25510510510512,3443.2
Kerala,PALAKKAD,2018,Sweet potato,54.019999999999996,812.4,15.038874490929286,3443.2
Kerala,PALAKKAD,2018,Tapioca,2948.4300000000003,95923.22,32.533660287000195,3443.2
Kerala,PALAKKAD,2018,Turmeric,622.08,1797.0,2.888695987654321,3443.2
Kerala,PALAKKAD,2019,Arecanut,19877.0,11034.0,0.555113950797404,2959.4
Kerala,PALAKKAD,2019,Arhar/Tur,311.0,520.0,1.6720257234726688,2959.4
Kerala,PALAKKAD,2019,Banana,26444.0,247641.0,9.364733020723037,2959.4
Kerala,PALAKKAD,2019,Black pepper,12981.0,4696.0,0.3617594946460211,2959.4
Kerala,PALAKKAD,2019,Cardamom,6857.0,263.0,0.03835496572845268,2959.4
Kerala,PALAKKAD,2019,Cashewnut,1866.0,372.0,0.19935691318327975,2959.4
Kerala,PALAKKAD,2019,Coconut,67169.0,507000000.0,7548.124879036461,2959.4
Kerala,PALAKKAD,2019,Cotton(lint),54.0,81.77,1.5142592592592592,2959.4
Kerala,PALAKKAD,2019,Ginger,1271.0,5502.0,4.3288749016522425,2959.4
Kerala,PALAKKAD,2019,Gram,67.0,56.0,0.835820895522388,2959.4
Kerala,PALAKKAD,2019,Groundnut,117.0,147.0,1.2564102564102564,2959.4
Kerala,PALAKKAD,2019,Jowar,285.0,235.0,0.8245614035087719,2959.4
Kerala,PALAKKAD,2019,Maize,97.0,98.0,1.0103092783505154,2959.4
Kerala,PALAKKAD,2019,Ragi,137.0,121.0,0.8832116788321168,2959.4
Kerala,PALAKKAD,2019,Sesamum,6.59,2.1399999999999997,0.32473444613050073,2959.4
Kerala,PALAKKAD,2019,Sugarcane,30.82,2477.05,80.37151200519143,2959.4
Kerala,PALAKKAD,2019,Sunflower,1.0,1.0,1.0,2959.4
Kerala,PALAKKAD,2019,Sweet potato,39.0,591.0,15.153846153846153,2959.4
Kerala,PALAKKAD,2019,Tapioca,3473.0,159219.0,45.84480276418083,2959.4
Kerala,PALAKKAD,2019,Turmeric,499.0,1482.0,2.969939879759519,2959.4
Kerala,PALAKKAD,2020,Arecanut,20620.23,17978.12,0.8718680635473028,2241.5
