State,District,Year,Crop,Area,Production,Yield,Annual_Rainfall
Bihar,PURNEA,2016,Ginger,5.0,10.0,2.0,1559.5
Bihar,PURNEA,2016,Sugarcane,503.0,31386.0,62.39761431411531,1559.5
Bihar,PURNEA,2016,Turmeric,64.0,67.0,1.046875,1559.5
Bihar,PURNEA,2018,Coriander,109.0,99.0,0.908256880733945,777.4
Bihar,PURNEA,2018,Garlic,35.0,52.0,1.4857142857142858,777.4
Bihar,PURNEA,2018,Ginger,2.0,4.0,2.0,777.4
Bihar,PURNEA,2018,Sugarcane,225.0,15393.0,68.41333333333333,777.4
Bihar,PURNEA,2018,Turmeric,41.0,43.0,1.048780487804878,777.4
Bihar,PURNEA,2019,Coriander,61.0,56.0,0.9180327868852459,38.6
Bihar,PURNEA,2019,Garlic,89.0,134.0,1.5056179775280898,38.6
Bihar,PURNEA,2019,Ginger,1.0,2.0,2.0,38.6
Bihar,PURNEA,2019,Sugarcane,239.0,14591.0,61.05020920502092,38.6
Bihar,PURNEA,2019,Turmeric,68.0,72.0,1.0588235294117647,38.6
Bihar,PURNEA,2020,Coriander,63.0,57.0,0.9047619047619048,1379.7
Bihar,PURNEA,2020,Garlic,96.0,159.0,1.65625,1379.7
Bihar,PURNEA,2020,Ginger,2.0,4.0,2.0,1379.7
Bihar,PURNEA,2020,Sugarcane,242.0,7980.0,32.97520661157025,1379.7
Bihar,PURNEA,2020,Turmeric,63.0,67.0,1.0634920634920635,1379.7
Bihar,ROHTAS,2012,Sugarcane,157.0,6734.0,42.89171974522293,10.2
Bihar,ROHTAS,2013,Sugarcane,13.0,677.0,52.07692307692308,447.4
Bihar,ROHTAS,2014,Sugarcane,77.0,5086.0,66.05194805194805,270.5
Bihar,ROHTAS,2015,Sugarcane,81.0,3528.0,43.55555555555556,407.0
Bihar,ROHTAS,2016,Coriander,14.0,13.0,0.9285714285714286,1011.0
Bihar,ROHTAS,2016,Garlic,8.0,11.0,1.375,1011.0
Bihar,ROHTAS,2016,Ginger,1.0,2.0,2.0,1011.0
Bihar,ROHTAS,2016,Turmeric,5.0,6.0,1.2,1011.0
Bihar,ROHTAS,2017,Coriander,14.0,13.0,0.9285714285714286,276.0
Bihar,ROHTAS,2017,Garlic,7.0,10.0,1.4285714285714286,276.0
Bihar,ROHTAS,2017,Ginger,1.0,2.0,2.0,276.0
Bihar,ROHTAS,2017,Turmeric,5.0,5.0,1.0,276.0
Bihar,ROHTAS,2018,Coriander,13.0,12.0,0.9230769230769231,395.6
Bihar,ROHTAS,2018,Garlic,7.0,10.0,1.4285714285714286,395.6
Bihar,ROHTAS,2018,Ginger,1.0,2.0,2.0,395.6
Bihar,ROHTAS,2018,Turmeric,5.0,5.0,1.0,395.6
Bihar,ROHTAS,2019,Coriander,13.0,12.0,0.9230769230769231,937.9
Bihar,ROHTAS,2019,Garlic,7.0,10.0,1.4285714285714286,937.9
Bihar,ROHTAS,2019,Ginger,1.0,2.0,2.0,937.9
Bihar,ROHTAS,2019,Turmeric,6.0,6.0,1.0,937.9
Bihar,SARAN,2010,Sugarcane,213216.0,9557431.0,44.82511162389314,58.2
Bihar,SARAN,2010,Tobacco,356.0,635.0,1.7837078651685394,58.2
Bihar,SUPAUL,2013,Sugarcane,208.0,10826.0,52.04807692307692,648.2
Bihar,SUPAUL,2013,Tobacco,6249.0,11879.0,1.9009441510641703,648.2
Bihar,SUPAUL,2014,Sugarcane,208.0,10570.0,50.81730769230769,1076.3
Bihar,SUPAUL,2014,Tobacco,5027.0,8863.0,1.76307937139447,1076.3
Bihar,SUPAUL,2015,Sugarcane,406.0,19028.0,46.86699507389162,1032.2
Bihar,SUPAUL,2015,Tobacco,5829.0,10107.0,1.7339166237776633,1032.2
Bihar,SUPAUL,2016,Coriander,169.0,155.0,0.9171597633136095,1402.1
Bihar,SUPAUL,2016,Garlic,210.0,298.0,1.4190476190476191,1402.1
Bihar,SUPAUL,2016,Ginger,50.0,99.0,1.98,1402.1
Bihar,SUPAUL,2016,Sugarcane,399.0,21105.0,52.89473684210526,1402.1
Bihar,SUPAUL,2016,Tobacco,5702.0,10047.0,1.7620133286566118,1402.1
Bihar,SUPAUL,2016,Turmeric,130.0,69.0,0.5307692307692308,1402.1
Bihar,SUPAUL,2017,Coriander,91.0,83.0,0.9120879120879121,1455.0
Bihar,SUPAUL,2017,Garlic,128.0,180.0,1.40625,1455.0
Bihar,SUPAUL,2017,Ginger,26.0,50.0,1.9230769230769231,1455.0
Bihar,SUPAUL,2017,Sugarcane,313.0,18991.0,60.674121405750796,1455.0
Bihar,SUPAUL,2017,Tobacco,5852.0,10288.0,1.7580314422419685,1455.0
Bihar,SUPAUL,2017,Turmeric,104.0,88.0,0.8461538461538461,1455.0
Bihar,SUPAUL,2018,Coriander,88.0,80.0,0.9090909090909091,899.5
Bihar,SUPAUL,2018,Garlic,143.0,202.0,1.4125874125874125,899.5
Bihar,SUPAUL,2018,Ginger,24.0,46.0,1.9166666666666667,899.5
Bihar,SUPAUL,2018,Sugarcane,314.0,19991.0,63.6656050955414,899.5
Bihar,SUPAUL,2018,Tobacco,5839.0,10224.0,1.7509847576639836,899.5
Bihar,SUPAUL,2018,Turmeric,110.0,85.0,0.7727272727272727,899.5
Bihar,SUPAUL,2019,Coriander,86.0,78.0,0.9069767441860465,1117.4
Bihar,SUPAUL,2019,Garlic,144.0,202.0,1.4027777777777777,1117.4
Bihar,SUPAUL,2019,Ginger,24.0,47.0,1.9583333333333333,1117.4
Bihar,SUPAUL,2019,Sugarcane,203.0,9935.0,48.94088669950739,1117.4
Bihar,SUPAUL,2019,Tobacco,5766.0,10131.0,1.7570239334027056,1117.4
Bihar,SUPAUL,2019,Turmeric,109.0,72.0,0.6605504587155964,1117.4
Chhattisgarh,BASTAR,2010,Banana,156.0,6217.0,39.8525641025641,2026.4
Chhattisgarh,BASTAR,2010,Coriander,359.0,132.0,0.36768802228412256,2026.4
Chhattisgarh,BASTAR,2010,Dry chillies,1262.0,550.0,0.4358161648177496,2026.4
Chhattisgarh,BASTAR,2010,Garlic,13.0,36.0,2.769230769230769,2026.4
Chhattisgarh,BASTAR,2010,Ginger,129.0,161.0,1.248062015503876,2026.4
Chhattisgarh,BASTAR,2010,Onion,143.0,790.0,5.524475524475524,2026.4
Chhattisgarh,BASTAR,2010,Potato,361.0,2099.0,5.814404432132964,2026.4
Chhattisgarh,BASTAR,2010,Sannhamp,229.0,83.0,0.3624454148471616,2026.4
Chhattisgarh,BASTAR,2010,Sugarcane,507.0,1274.0,2.5128205128205128,2026.4
Chhattisgarh,BASTAR,2010,Sweet potato,426.0,2461.0,5.776995305164319,2026.4
Chhattisgarh,BASTAR,2010,Tobacco,3.0,2.0,0.6666666666666666,2026.4
Chhattisgarh,BASTAR,2010,Turmeric,208.0,168.0,0.8076923076923077,2026.4
Chhattisgarh,BASTAR,2011,Banana,316.0,11228.0,35.53164556962025,1197.0
Chhattisgarh,BASTAR,2011,Coconut,15.0,0.0,0.0,1197.0
Chhattisgarh,BASTAR,2011,Coriander,1362.0,469.0,0.3443465491923642,1197.0
Chhattisgarh,BASTAR,2011,Dry chillies,1538.0,1404.0,0.9128738621586476,1197.0
Chhattisgarh,BASTAR,2011,Garlic,15.0,39.0,2.6,1197.0
Chhattisgarh,BASTAR,2011,Ginger,180.0,229.0,1.2722222222222221,1197.0
Chhattisgarh,BASTAR,2011,Onion,771.0,3437.0,4.457846952010376,1197.0
Chhattisgarh,BASTAR,2011,Sannhamp,150.0,325.0,2.1666666666666665,1197.0
Chhattisgarh,BASTAR,2011,Sugarcane,2581.0,9995.0,3.872530027121271,1197.0
Chhattisgarh,BASTAR,2011,Sweet potato,288.0,1501.0,5.211805555555555,1197.0
Chhattisgarh,BASTAR,2011,Tobacco,3.0,2.0,0.6666666666666666,1197.0
Chhattisgarh,BASTAR,2011,Turmeric,199.0,223.0,1.120603015075377,1197.0
Chhattisgarh,BASTAR,2012,Banana,323.0,3772.0,11.678018575851393,1834.1
Chhattisgarh,BASTAR,2012,Coconut,12.0,0.0,0.0,1834.1
Chhattisgarh,BASTAR,2012,Coriander,871.0,308.0,0.35361653272101035,1834.1
Chhattisgarh,BASTAR,2012,Dry chillies,1589.0,1644.0,1.0346129641283826,1834.1
Chhattisgarh,BASTAR,2012,Garlic,11.0,30.0,2.727272727272727,1834.1
Chhattisgarh,BASTAR,2012,Ginger,136.0,177.0,1.3014705882352942,1834.1
Chhattisgarh,BASTAR,2012,Onion,788.0,2423.0,3.0748730964467006,1834.1
Chhattisgarh,BASTAR,2012,Sannhamp,209.0,74.0,0.35406698564593303,1834.1
Chhattisgarh,BASTAR,2012,Sugarcane,2705.0,8141.0,3.0096118299445473,1834.1
Chhattisgarh,BASTAR,2012,Sweet potato,279.0,1504.0,5.39068100358423,1834.1
Chhattisgarh,BASTAR,2012,Tobacco,4.0,2.0,0.5,1834.1
Chhattisgarh,BASTAR,2012,Turmeric,201.0,210.0,1.044776119402985,1834.1
Chhattisgarh,BASTAR,2013,Banana,408.0,15476.0,37.931372549019606,1670.8
Chhattisgarh,BASTAR,2013,Coconut,2.0,0.0,0.0,1670.8
Chhattisgarh,BASTAR,2013,Coriander,989.0,329.0,0.3326592517694641,1670.8
Chhattisgarh,BASTAR,2013,Cotton(lint),19.0,23.0,1.2105263157894737,1670.8
Chhattisgarh,BASTAR,2013,Dry chillies,1307.0,909.0,0.6954858454475898,1670.8
Chhattisgarh,BASTAR,2013,Garlic,51.0,145.0,2.843137254901961,1670.8
Chhattisgarh,BASTAR,2013,Ginger,147.0,178.0,1.2108843537414966,1670.8
Chhattisgarh,BASTAR,2013,Jowar,429.0,326.0,0.7599067599067599,1670.8
Chhattisgarh,BASTAR,2013,Onion,802.0,4980.0,6.2094763092269325,1670.8
Chhattisgarh,BASTAR,2013,Sugarcane,1126.0,3276.0,2.9094138543516874,1670.8
Chhattisgarh,BASTAR,2013,Sweet potato,274.0,1453.0,5.302919708029197,1670.8
Chhattisgarh,BASTAR,2013,Tobacco,7.0,4.0,0.5714285714285714,1670.8
Chhattisgarh,BASTAR,2013,Turmeric,211.0,232.0,1.099526066350711,1670.8
Chhattisgarh,BASTAR,2014,Banana,412.0,15883.0,38.550970873786405,1494.3
Chhattisgarh,BASTAR,2014,Coconut,2.0,0.0,0.0,1494.3
Chhattisgarh,BASTAR,2014,Coriander,795.0,267.0,0.33584905660377357,1494.3
Chhattisgarh,BASTAR,2014,Cotton(lint),23.0,29.0,1.2608695652173914,1494.3
Chhattisgarh,BASTAR,2014,Dry chillies,1635.0,818.0,0.5003058103975535,1494.3
Chhattisgarh,BASTAR,2014,Garlic,48.0,139.0,2.8958333333333335,1494.3
Chhattisgarh,BASTAR,2014,Ginger,148.0,215.0,1.4527027027027026,1494.3
Chhattisgarh,BASTAR,2014,Jowar,431.0,385.0,0.8932714617169374,1494.3
Chhattisgarh,BASTAR,2014,Onion,735.0,6392.0,8.696598639455782,1494.3
Chhattisgarh,BASTAR,2014,Sugarcane,2012.0,12392.0,6.1590457256461235,1494.3
Chhattisgarh,BASTAR,2014,Sweet potato,259.0,1391.0,5.370656370656371,1494.3
Chhattisgarh,BASTAR,2014,Tobacco,7.0,4.0,0.5714285714285714,1494.3
Chhattisgarh,BASTAR,2014,Turmeric,218.0,202.0,0.926605504587156,1494.3
Chhattisgarh,BASTAR,2015,Banana,510.0,15893.0,31.162745098039217,1780.6
Chhattisgarh,BASTAR,2015,Coconut,1.0,0.0,0.0,1780.6
Chhattisgarh,BASTAR,2015,Coriander,534.0,183.0,0.34269662921348315,1780.6
Chhattisgarh,BASTAR,2015,Cotton(lint),16.0,22.0,1.375,1780.6
Chhattisgarh,BASTAR,2015,Dry chillies,1762.0,840.0,0.4767309875141884,1780.6
Chhattisgarh,BASTAR,2015,Garlic,14.0,40.0,2.857142857142857,1780.6
Chhattisgarh,BASTAR,2015,Ginger,194.0,215.0,1.1082474226804124,1780.6
Chhattisgarh,BASTAR,2015,Jowar,345.0,365.0,1.0579710144927537,1780.6
Chhattisgarh,BASTAR,2015,Onion,959.0,6123.0,6.3847758081334725,1780.6
Chhattisgarh,BASTAR,2015,Sugarcane,1871.0,5868.0,3.1362907536076965,1780.6
Chhattisgarh,BASTAR,2015,Sweet potato,377.0,2220.0,5.888594164456234,1780.6
Chhattisgarh,BASTAR,2015,Turmeric,220.0,207.0,0.9409090909090909,1780.6
Chhattisgarh,BASTAR,2016,Banana,488.0,13202.0,27.05327868852459,2229.3
Chhattisgarh,BASTAR,2016,Coriander,649.0,206.0,0.31741140215716485,2229.3
Chhattisgarh,BASTAR,2016,Cotton(lint),32.0,49.0,1.53125,2229.3
Chhattisgarh,BASTAR,2016,Dry chillies,1785.0,1121.0,0.6280112044817927,2229.3
Chhattisgarh,BASTAR,2016,Garlic,45.0,126.0,2.8,2229.3
Chhattisgarh,BASTAR,2016,Ginger,213.0,242.0,1.136150234741784,2229.3
Chhattisgarh,BASTAR,2016,Jowar,307.0,560.0,1.8241042345276872,2229.3
Chhattisgarh,BASTAR,2016,Onion,797.0,2098.0,2.6323713927227104,2229.3
Chhattisgarh,BASTAR,2016,Sugarcane,4250.0,7340.0,1.7270588235294118,2229.3
Chhattisgarh,BASTAR,2016,Sweet potato,278.0,1534.0,5.517985611510792,2229.3
Chhattisgarh,BASTAR,2016,Turmeric,250.0,243.0,0.972,2229.3
Chhattisgarh,BASTAR,2019,Banana,741.0,17308.0,23.357624831309042,416.0
Chhattisgarh,BASTAR,2019,Coriander,338.0,109.0,0.3224852071005917,416.0
Chhattisgarh,BASTAR,2019,Cotton(lint),1535.0,2319.0,1.5107491856677524,416.0
Chhattisgarh,BASTAR,2019,Dry chillies,1418.0,756.0,0.5331452750352609,416.0
Chhattisgarh,BASTAR,2019,Garlic,3.0,8.0,2.6666666666666665,416.0
Chhattisgarh,BASTAR,2019,Ginger,84.0,98.0,1.1666666666666667,416.0
Chhattisgarh,BASTAR,2019,Jowar,110.0,175.0,1.5909090909090908,416.0
Chhattisgarh,BASTAR,2019,Onion,518.0,2290.0,4.420849420849421,416.0
Chhattisgarh,BASTAR,2019,Sugarcane,4871.0,21464.0,4.4064873742558,416.0
Chhattisgarh,BASTAR,2019,Sunflower,69.0,49.0,0.7101449275362319,416.0
Chhattisgarh,BASTAR,2019,Sweet potato,169.0,961.0,5.686390532544379,416.0
Chhattisgarh,BASTAR,2019,Tobacco,1.0,0.0,0.0,416.0
Chhattisgarh,BASTAR,2019,Turmeric,253.0,242.0,0.9565217391304348,416.0
Chhattisgarh,BASTAR,2020,Banana,973.0,21796.0,22.40082219938335,364.9
Chhattisgarh,BASTAR,2020,Cashewnut,1048.0,0.0,0.0,364.9
Chhattisgarh,BASTAR,2020,Coriander,540.0,168.0,0.3111111111111111,364.9
Chhattisgarh,BASTAR,2020,Cotton(lint),2070.0,3616.0,1.7468599033816425,364.9
Chhattisgarh,BASTAR,2020,Dry chillies,1360.0,637.0,0.46838235294117647,364.9
Chhattisgarh,BASTAR,2020,Garlic,1.0,4.0,4.0,364.9
Chhattisgarh,BASTAR,2020,Ginger,158.0,276.0,1.7468354430379747,364.9
Chhattisgarh,BASTAR,2020,Jowar,78.0,125.0,1.6025641025641026,364.9
Chhattisgarh,BASTAR,2020,Onion,578.0,2459.0,4.2543252595155705,364.9
Chhattisgarh,BASTAR,2020,Sugarcane,4697.0,128210.0,27.296146476474345,364.9
Chhattisgarh,BASTAR,2020,Sunflower,30.0,18.0,0.6,364.9
Chhattisgarh,BASTAR,2020,Sweet potato,132.0,761.0,5.765151515151516,364.9
Chhattisgarh,BASTAR,2020,Tobacco,33.0,17.0,0.5151515151515151,364.9
Chhattisgarh,BASTAR,2020,Turmeric,286.0,613.0,2.1433566433566433,364.9
Chhattisgarh,BILASPUR,2010,Banana,27.0,847.0,31.37037037037037,1084.2
Chhattisgarh,BILASPUR,2010,Coriander,39.0,8.0,0.20512820512820512,1084.2
Chhattisgarh,BILASPUR,2010,Dry chillies,315.0,146.0,0.4634920634920635,1084.2
Chhattisgarh,BILASPUR,2010,Garlic,137.0,396.0,2.8905109489051095,1084.2
Chhattisgarh,BILASPUR,2010,Ginger,12.0,11.0,0.9166666666666666,1084.2
Chhattisgarh,BILASPUR,2010,Onion,421.0,3463.0,8.225653206650831,1084.2
Chhattisgarh,BILASPUR,2010,Potato,2059.0,10623.0,5.159300631374454,1084.2
Chhattisgarh,BILASPUR,2010,Sannhamp,100.0,34.0,0.34,1084.2
Chhattisgarh,BILASPUR,2010,Sugarcane,45.0,130.0,2.888888888888889,1084.2
Chhattisgarh,BILASPUR,2010,Sweet potato,406.0,2283.0,5.623152709359606,1084.2
Chhattisgarh,BILASPUR,2010,Tobacco,1.0,0.0,0.0,1084.2
Chhattisgarh,BILASPUR,2010,Turmeric,74.0,55.0,0.7432432432432432,1084.2
Chhattisgarh,BILASPUR,2011,Banana,52.0,1609.0,30.942307692307693,1479.8
Chhattisgarh,BILASPUR,2011,Coconut,21.0,0.0,0.0,1479.8
Chhattisgarh,BILASPUR,2011,Coriander,331.0,60.0,0.18126888217522658,1479.8
Chhattisgarh,BILASPUR,2011,Dry chillies,629.0,593.0,0.9427662957074722,1479.8
Chhattisgarh,BILASPUR,2011,Garlic,306.0,895.0,2.9248366013071894,1479.8
Chhattisgarh,BILASPUR,2011,Ginger,277.0,322.0,1.1624548736462095,1479.8
Chhattisgarh,BILASPUR,2011,Onion,897.0,5165.0,5.758082497212932,1479.8
Chhattisgarh,BILASPUR,2011,Sannhamp,329.0,617.0,1.8753799392097263,1479.8
Chhattisgarh,BILASPUR,2011,Sugarcane,167.0,1792.0,10.730538922155688,1479.8
Chhattisgarh,BILASPUR,2011,Sweet potato,835.0,4287.0,5.134131736526946,1479.8
Chhattisgarh,BILASPUR,2011,Tobacco,3.0,1.0,0.3333333333333333,1479.8
Chhattisgarh,BILASPUR,2011,Turmeric,195.0,167.0,0.8564102564102564,1479.8
Chhattisgarh,BILASPUR,2012,Banana,47.0,663.0,14.106382978723405,1232.2
Chhattisgarh,BILASPUR,2012,Coconut,21.0,0.0,0.0,1232.2
Chhattisgarh,BILASPUR,2012,Coriander,256.0,55.0,0.21484375,1232.2
Chhattisgarh,BILASPUR,2012,Dry chillies,638.0,573.0,0.8981191222570533,1232.2
Chhattisgarh,BILASPUR,2012,Garlic,333.0,824.0,2.4744744744744747,1232.2
Chhattisgarh,BILASPUR,2012,Ginger,295.0,352.0,1.193220338983051,1232.2
Chhattisgarh,BILASPUR,2012,Onion,930.0,3754.0,4.036559139784946,1232.2
Chhattisgarh,BILASPUR,2012,Sannhamp,163.0,54.0,0.3312883435582822,1232.2
Chhattisgarh,BILASPUR,2012,Sugarcane,414.0,1464.0,3.536231884057971,1232.2
Chhattisgarh,BILASPUR,2012,Sweet potato,807.0,4435.0,5.495662949194548,1232.2
Chhattisgarh,BILASPUR,2012,Tobacco,1.0,4.0,4.0,1232.2
Chhattisgarh,BILASPUR,2012,Turmeric,213.0,179.0,0.8403755868544601,1232.2
Chhattisgarh,BILASPUR,2013,Bajra,33.0,13.0,0.3939393939393939,1777.5
Chhattisgarh,BILASPUR,2013,Banana,54.0,1716.0,31.77777777777778,1777.5
Chhattisgarh,BILASPUR,2013,Coconut,21.0,0.0,0.0,1777.5
Chhattisgarh,BILASPUR,2013,Coriander,155.0,31.0,0.2,1777.5
Chhattisgarh,BILASPUR,2013,Dry chillies,790.0,557.0,0.7050632911392405,1777.5
Chhattisgarh,BILASPUR,2013,Garlic,349.0,911.0,2.6103151862464182,1777.5
Chhattisgarh,BILASPUR,2013,Ginger,301.0,313.0,1.0398671096345515,1777.5
Chhattisgarh,BILASPUR,2013,Jowar,1259.0,827.0,0.6568705321683876,1777.5
Chhattisgarh,BILASPUR,2013,Onion,975.0,7116.0,7.298461538461538,1777.5
Chhattisgarh,BILASPUR,2013,Sugarcane,424.0,1093.0,2.577830188679245,1777.5
Chhattisgarh,BILASPUR,2013,Sweet potato,1803.0,9426.0,5.227953410981697,1777.5
Chhattisgarh,BILASPUR,2013,Tobacco,2.0,2.0,1.0,1777.5
Chhattisgarh,BILASPUR,2013,Turmeric,219.0,153.0,0.6986301369863014,1777.5
Chhattisgarh,BILASPUR,2014,Banana,49.0,1464.0,29.877551020408163,1389.5
Chhattisgarh,BILASPUR,2014,Coconut,21.0,0.0,0.0,1389.5
Chhattisgarh,BILASPUR,2014,Coriander,140.0,28.0,0.2,1389.5
Chhattisgarh,BILASPUR,2014,Cotton(lint),6.0,1.0,0.16666666666666666,1389.5
Chhattisgarh,BILASPUR,2014,Dry chillies,776.0,409.0,0.5270618556701031,1389.5
Chhattisgarh,BILASPUR,2014,Garlic,318.0,831.0,2.6132075471698113,1389.5
Chhattisgarh,BILASPUR,2014,Ginger,307.0,317.0,1.0325732899022801,1389.5
Chhattisgarh,BILASPUR,2014,Jowar,1255.0,1024.0,0.8159362549800797,1389.5
Chhattisgarh,BILASPUR,2014,Onion,914.0,12966.0,14.185995623632385,1389.5
Chhattisgarh,BILASPUR,2014,Sugarcane,814.0,3633.0,4.463144963144964,1389.5
Chhattisgarh,BILASPUR,2014,Sweet potato,794.0,4183.0,5.268261964735516,1389.5
Chhattisgarh,BILASPUR,2014,Tobacco,1.0,1.0,1.0,1389.5
Chhattisgarh,BILASPUR,2014,Turmeric,224.0,172.0,0.7678571428571429,1389.5
Chhattisgarh,BILASPUR,2015,Banana,47.0,803.0,17.085106382978722,1007.4
Chhattisgarh,BILASPUR,2015,Coconut,21.0,0.0,0.0,1007.4
Chhattisgarh,BILASPUR,2015,Coriander,370.0,78.0,0.21081081081081082,1007.4
Chhattisgarh,BILASPUR,2015,Dry chillies,728.0,299.0,0.4107142857142857,1007.4
Chhattisgarh,BILASPUR,2015,Garlic,370.0,931.0,2.516216216216216,1007.4
Chhattisgarh,BILASPUR,2015,Ginger,318.0,332.0,1.0440251572327044,1007.4
Chhattisgarh,BILASPUR,2015,Jowar,2202.0,1547.0,0.7025431425976385,1007.4
Chhattisgarh,BILASPUR,2015,Onion,958.0,8698.0,9.079331941544885,1007.4
Chhattisgarh,BILASPUR,2015,Sugarcane,435.0,1141.0,2.6229885057471263,1007.4
Chhattisgarh,BILASPUR,2015,Sweet potato,739.0,4068.0,5.504736129905277,1007.4
Chhattisgarh,BILASPUR,2015,Turmeric,239.0,188.0,0.7866108786610879,1007.4
Chhattisgarh,BILASPUR,2016,Banana,32.0,545.0,17.03125,1313.7
Chhattisgarh,BILASPUR,2016,Coriander,293.0,59.0,0.20136518771331058,1313.7
Chhattisgarh,BILASPUR,2016,Dry chillies,850.0,517.0,0.6082352941176471,1313.7
Chhattisgarh,BILASPUR,2016,Garlic,373.0,941.0,2.5227882037533513,1313.7
Chhattisgarh,BILASPUR,2016,Ginger,336.0,378.0,1.125,1313.7
Chhattisgarh,BILASPUR,2016,Jowar,947.0,1246.0,1.3157338965153116,1313.7
Chhattisgarh,BILASPUR,2016,Onion,1037.0,3088.0,2.977820636451302,1313.7
Chhattisgarh,BILASPUR,2016,Sugarcane,422.0,560.0,1.3270142180094786,1313.7
Chhattisgarh,BILASPUR,2016,Sweet potato,689.0,3631.0,5.269956458635704,1313.7
Chhattisgarh,BILASPUR,2016,Turmeric,228.0,186.0,0.8157894736842105,1313.7
Chhattisgarh,DURG,2010,Banana,151.0,4319.0,28.602649006622517,691.6999999999999
Chhattisgarh,DURG,2010,Coriander,613.0,179.0,0.29200652528548127,691.6999999999999
Chhattisgarh,DURG,2010,Dry chillies,139.0,91.0,0.6546762589928058,691.6999999999999
Chhattisgarh,DURG,2010,Garlic,13.0,39.0,3.0,691.6999999999999
Chhattisgarh,DURG,2010,Ginger,19.0,22.0,1.1578947368421053,691.6999999999999
Chhattisgarh,DURG,2010,Onion,165.0,685.0,4.151515151515151,691.6999999999999
Chhattisgarh,DURG,2010,Potato,2.0,13.0,6.5,691.6999999999999
Chhattisgarh,DURG,2010,Sannhamp,39.0,17.0,0.4358974358974359,691.6999999999999
Chhattisgarh,DURG,2010,Sugarcane,1408.0,4334.0,3.078125,691.6999999999999
Chhattisgarh,DURG,2010,Sweet potato,61.0,354.0,5.80327868852459,691.6999999999999
Chhattisgarh,DURG,2010,Turmeric,16.0,29.0,1.8125,691.6999999999999
Chhattisgarh,DURG,2011,Banana,89.0,2716.0,30.51685393258427,1269.6
Chhattisgarh,DURG,2011,Coriander,71.0,20.0,0.28169014084507044,1269.6
Chhattisgarh,DURG,2011,Dry chillies,14.0,15.0,1.0714285714285714,1269.6
Chhattisgarh,DURG,2011,Garlic,108.0,316.0,2.925925925925926,1269.6
Chhattisgarh,DURG,2011,Onion,42.0,160.0,3.8095238095238093,1269.6
Chhattisgarh,DURG,2011,Sugarcane,98.0,1174.0,11.979591836734693,1269.6
Chhattisgarh,DURG,2011,Sweet potato,54.0,334.0,6.185185185185185,1269.6
Chhattisgarh,DURG,2011,Turmeric,6.0,7.0,1.1666666666666667,1269.6
Chhattisgarh,DURG,2012,Banana,60.0,527.0,8.783333333333333,1137.6
Chhattisgarh,DURG,2012,Coriander,113.0,35.0,0.30973451327433627,1137.6
Chhattisgarh,DURG,2012,Dry chillies,22.0,28.0,1.2727272727272727,1137.6
Chhattisgarh,DURG,2012,Garlic,2.0,6.0,3.0,1137.6
Chhattisgarh,DURG,2012,Ginger,3.0,3.0,1.0,1137.6
Chhattisgarh,DURG,2012,Onion,36.0,87.0,2.4166666666666665,1137.6
Chhattisgarh,DURG,2012,Sannhamp,6.0,2.0,0.3333333333333333,1137.6
Chhattisgarh,DURG,2012,Sugarcane,316.0,931.0,2.9462025316455698,1137.6
Chhattisgarh,DURG,2012,Sweet potato,67.0,421.0,6.2835820895522385,1137.6
Chhattisgarh,DURG,2012,Turmeric,5.0,5.0,1.0,1137.6
Chhattisgarh,DURG,2013,Banana,93.0,3015.0,32.41935483870968,1281.0
Chhattisgarh,DURG,2013,Coriander,92.0,30.0,0.32608695652173914,1281.0
Chhattisgarh,DURG,2013,Cotton(lint),28.0,42.0,1.5,1281.0
Chhattisgarh,DURG,2013,Dry chillies,25.0,20.0,0.8,1281.0
Chhattisgarh,DURG,2013,Onion,31.0,138.0,4.451612903225806,1281.0
Chhattisgarh,DURG,2013,Sugarcane,426.0,1293.0,3.035211267605634,1281.0
Chhattisgarh,JANJGIR,2010,Banana,57.0,2196.0,38.526315789473685,0.0
Chhattisgarh,JANJGIR,2010,Coriander,273.0,75.0,0.27472527472527475,0.0
Chhattisgarh,JANJGIR,2010,Dry chillies,1198.0,632.0,0.5275459098497496,0.0
Chhattisgarh,JANJGIR,2010,Garlic,81.0,237.0,2.925925925925926,0.0
Chhattisgarh,JANJGIR,2010,Ginger,40.0,48.0,1.2,0.0
Chhattisgarh,JANJGIR,2010,Onion,657.0,3466.0,5.275494672754947,0.0
Chhattisgarh,JANJGIR,2010,Potato,358.0,1882.0,5.256983240223463,0.0
Chhattisgarh,JANJGIR,2010,Sannhamp,113.0,44.0,0.3893805309734513,0.0
Chhattisgarh,JANJGIR,2010,Sugarcane,72.0,182.0,2.5277777777777777,0.0
Chhattisgarh,JANJGIR,2010,Sweet potato,157.0,778.0,4.955414012738854,0.0
Chhattisgarh,JANJGIR,2010,Turmeric,50.0,44.0,0.88,0.0
Chhattisgarh,JANJGIR,2011,Banana,126.0,4561.0,36.198412698412696,732.0
Chhattisgarh,JANJGIR,2011,Coriander,446.0,113.0,0.2533632286995516,732.0
Chhattisgarh,JANJGIR,2011,Dry chillies,1223.0,1138.0,0.9304987735077678,732.0
Chhattisgarh,JANJGIR,2011,Garlic,42.0,119.0,2.8333333333333335,732.0
Chhattisgarh,JANJGIR,2011,Ginger,140.0,176.0,1.2571428571428571,732.0
